Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
JFRXSPVSGNWHOD-HZCBDIJENA-N,CHEMBL228278,1813,A,6.88,chembl20,450225,9606,DRD2,1171,C=1C=C(OC2CC2)C(C3CCN([C@@H]4CC[C@H](CC4)NS(C5=CC(=C(C=C5)OC)OC)(=O)=O)CC3)=CC1
JFRXSPVSGNWHOD-SZPZYZBQNA-N,CHEMBL229085,1813,A,6.84,chembl20,450225,9606,DRD2,1171,C=1C=C(OC2CC2)C(C3CCN([C@@H]4CC[C@@H](CC4)NS(C5=CC(=C(C=C5)OC)OC)(=O)=O)CC3)=CC1
JFRXSPVSGNWHOD-UHFFFAOYNA-N,11519153,1813,A,6.87615,pubchem,302199,9606,DRD2,1171,S(=O)(=O)(NC1CCC(N2CCC(CC2)C=3C(OC4CC4)=CC=CC3)CC1)C5=CC(OC)=C(OC)C=C5
JFSITZSZKVIEHK-UHFFFAOYNA-N,CHEMBL253949,24318,A,5.31,chembl20,461138,10116,DRD2,1171,C1C2=C(CC3C=4C(=CC(=C(C14)OC)OC)CCN3CC5=CC=CC=C5)C=CC=C2
JDVVNXKPGXETDT-UHFFFAOYNA-N,CHEMBL143728,24318,A,6.92,chembl20,58563,10116,DRD2,1171,N1(CCN(CC1)CCC2CC3=CC=C(C=C3CC2)OC)C4=CC=CC=C4
JDXIFXASVQAKDO-UHFFFAOYNA-N,CHEMBL369367,24318,A,9.35,chembl20,62880,10116,DRD2,1171,C=1(C=2C(SC=3N(C1)C=CC3)=CC=C(C2)Br)N4CCN(CC4)C
JDZYVIOTRKFEGM-UHFFFAOYNA-N,CHEMBL312982,24318,A,7.0,chembl20,58600,10116,DRD2,1171,N1(C(OCC=2C1=CC=C(CCCCN3CCOCC3)C2)=O)CCN4CCC(C(C=5C=CC(=CC5)F)=O)CC4
IVCDUDHUOFADMA-XMMLDUBKNA-N,CHEMBL349426,1813,A,8.49,chembl20,60370,9606,DRD2,1171,C1(=C2C(C=CC=C2)=NC=N1)N[C@@H]3CC[C@@H](CCN4CCN(CC4)C5=CC=CC=C5)CC3
JAKNPEMEUIBACX-UYBDAZJANA-N,CHEMBL304493,24318,A,5.99,chembl20,61301,10116,DRD2,1171,C1(=NC=2C(=NC=CC2)NC=3C1=CC=C(Cl)C3)N4CCN(CC4)C
JAKRKKAOZPPTDH-UHFFFAOYNA-N,CHEMBL285203,24318,A,5.52,chembl20,62563,10116,DRD2,1171,C12=C(NC=3C1=CC=CC3)CC4N(C2CC4)CCCCN5C(CC6(CC5=O)CCCC6)=O
JAMGASWUKANWIE-QGZVFWFLNA-N,CHEMBL104399,1813,A,5.23,chembl20,62962,9606,DRD2,1171,N1(C(CN2[C@@H](CN(CC2)CC3=CC=C(C=C3)Cl)C)=O)C4=C(C=CC=C4)CC1
JAPRJDUUOBHNIG-LQFNOIFHNA-N,CHEMBL193595,24318,A,6.37,chembl20,62075,10116,DRD2,1171,C12=C(C(=O)N(C(N1C)=O)C)N3C=CC(=NC3=N2)NCCCN4CCN(CC4)C5=CC=CC=C5
IIYBUMVBOAURQO-UHFFFAOYNA-N,CHEMBL11304,24318,A,6.74,chembl20,61740,10116,DRD2,1171,N1(CCN(CC1)CCC=2C=C(OCCC=3C=CC=CC3)C(=CC2)OC)C=4C=CC=CC4
JVGBTTIJPBFLTE-MPIMZMORNA-N,CHEMBL300555,24318,A,9.66,chembl20,62243,10116,DRD2,1171,C12(CCN(CC3COC4=CC=CC=C4O3)CC1)N(CNC2=O)C5=CC=CC=C5
JVGGPWIASBTPGW-CKFYMFOVNA-N,CHEMBL364592,24318,A,7.4,chembl20,305866,10116,DRD2,1171,C=12C=C(C(=O)N)C=CC1NC=C2CCCCN3CCN(CC3)C=4C=C5OCCOC5=CC4
JVGJNXVXHQYNTM-UHFFFAOYNA-N,CHEMBL325079,24318,A,5.67,chembl20,58564,10116,DRD2,1171,N1(CCN(CC1)CCCNC2C=3C(=C(OC)C=CC3)CCC2)C4=CC=CC=C4
JVGOJMPFDKELFD-LBOYIXSDNA-N,CHEMBL494661,1813,A,8.11,chembl20,539776,9606,DRD2,1171,O(C1=CC=C(CNC(CCCCCN2CCN(CC2)C3=C(C=CC=C3)C(C)C)=O)C=C1)S(C)(=O)=O
JRSQWUYARZZTAX-UHFFFAOYNA-N,15166843,24318,A,6.49214,pubchem,65095,10116,DRD2,1171,N1(CCC(=CC1)C2=NC=CC=C2)CCCCC3=CC=NC=C3
JRVSGBSKZMZOOC-UHFFFAOYNA-N,CHEMBL1684129,1813,A,6.4,chembl20,728875,9606,DRD2,1171,N(CCCOC1=CC=CC2=C1C3=CC=CC=4CCN(C(C34)C2)CCC)(CCCN5CCN(CC5)C6=C(C=CC=C6)OC)S(C)(=O)=O
JWVXDQBQUCCGDC-UHFFFAOYNA-N,CHEMBL119339,24318,A,6.38,chembl20,61753,10116,DRD2,1171,C1(=CC(CN2CC=C(CC2)C=3C=CC=CC3)CCC1)C4=CC=CC=C4
UNRHXEPDKXPRTM-XCXMHTFKNA-N,29010876,24318,A,8.03152,pubchem,64931,10116,DRD2,1171,S(=O)(=O)(C=1C=C(C(=O)NC[C@H]2N(CCC2)CC)C(OC)=CC1)CC
JWYUBODPEUBFLH-FSTMKDAKNA-N,CHEMBL91157,1813,A,6.64,chembl20,303308,9606,DRD2,1171,C12=NO[C@H]([C@@H]1COC=3C2=CC(=C(OC)C3)OC)CN4CCN(CC4)C/C(=C/C=5C=CC=CC5)/C
JXBCWOBRVYSONW-COYMEVDLNA-N,CHEMBL425143,1813,A,7.36,chembl20,302736,9606,DRD2,1171,C=1(C(N2CCN(CC2)C/C=C/CNC(C3=CC=C(C=C3)C4=CC=NC=C4)=O)=CC=CC1Cl)Cl
JOGUPOAVWOLLLX-UHFFFAOYNA-N,CHEMBL424087,24318,A,9.15,chembl20,62884,10116,DRD2,1171,C1=2OC(CNCCCOC3=CC=4NCCCC4C=C3)CCC1=CC=C(C2)O
JJARSALEJXMFKK-SREBMQDQNA-N,76332978,1813,A,7.66154,pubchem,1077534,9606,DRD2,1171,FCCOCCOC=1C=C2C=C(NC2=CC1)C(=O)NCCCCN3CCN(CC3)C=4C(OC)=CC=CC4
JJCFRYNCJDLXIK-UHFFFAOYNA-N,CHEMBL516,13489,A,6.95,chembl20,58201,10090,DRD2,1171,C1(C2=C(C=CC=3C1=CC=CC3)C=CC=C2)=C4CCN(CC4)C
JJCFRYNCJDLXIK-UHFFFAOYNA-N,CHEMBL516,1813,A,7.26,chembl20,774751,9606,DRD2,1171,C1(C2=C(C=CC=3C1=CC=CC3)C=CC=C2)=C4CCN(CC4)C
JJCFRYNCJDLXIK-UHFFFAOYNA-N,CHEMBL516,24318,A,6.85,chembl20,58692,10116,DRD2,1171,C1(C2=C(C=CC=3C1=CC=CC3)C=CC=C2)=C4CCN(CC4)C
JJCZVGWEJHEXPS-UHFFFAOYNA-N,CHEMBL134578,13489,A,5.22,chembl20,58198,10090,DRD2,1171,C(C1=CC=C(C=C1)OC)(CC2CCN(CC2)CC=3C=CC=CC3)=O
JJEJCAOIJWQBMJ-LVSCZHILNA-N,CHEMBL360424,1813,A,6.01,chembl20,326849,9606,DRD2,1171,C(N[C@@H]1CN(CC=2C=CC=CC2)CC1)(C=3C=CC(C=4SC=CC4)=CC3)=O
JJEJCAOIJWQBMJ-MPIMZMORNA-N,CHEMBL187236,1813,A,6.08,chembl20,303537,9606,DRD2,1171,C(NC1CN(CC2=CC=CC=C2)CC1)(C3=CC=C(C=4SC=CC4)C=C3)=O
JJEJCAOIJWQBMJ-ZHBKPSIFNA-N,44394636,1813,A,5.82391,pubchem,239443,9606,DRD2,1171,S1C(C=2C=CC(C(=O)N[C@@H]3CCN(C3)CC4=CC=CC=C4)=CC2)=CC=C1
JJEUGQSNWGGUIG-SFTDATJTNA-N,CHEMBL350567,1813,A,7.77,chembl20,61123,9606,DRD2,1171,N12[C@@H]3[C@@H](CN(CC3)CCCC(=O)C=4C=CC=CC4)C=5C1=C(SCCC2)C=CC5
JJEXWPHPFZLTCU-DXAUXPAJNA-N,CHEMBL117260,24318,A,5.59,chembl20,61430,10116,DRD2,1171,C1(=NC=2C=C(C#CCN3CCC(CC=4C=CC=CC4)CC3)C=CC2N1)O
JJFADYLYNRZMEB-UHFFFAOYNA-N,CHEMBL62150,24318,A,7.62,chembl20,62547,10116,DRD2,1171,C(N1CCCCC1)(C2=CC=C(C=C2)CCN3CCN(CC3)C4=C(OC(C)C)C=CC=C4)=O
JTKCSGBDVNUCHX-UHFFFAOYNA-N,25139478,1813,A,6.17393,pubchem,388668,9606,DRD2,1171,[C]#CC=1CCC(N(CCCCN2N=NC(=C2)C3=CC=C(C=C3)C4=CC=CC=C4)CCC)CC1
JTLCTTWVUAIQHD-UHFFFAOYNA-N,CHEMBL315772,1813,A,8.06,chembl20,61647,9606,DRD2,1171,N12C(C3=C(C=CC=C3)CC4=C1C=C(C=C4)Cl)CC(O2)CN(C)C
JTLCTTWVUAIQHD-UHFFFAOYNA-N,CHEMBL315772,24318,A,8.05,chembl20,60811,10116,DRD2,1171,N12C(C3=C(C=CC=C3)CC4=C1C=C(C=C4)Cl)CC(O2)CN(C)C
JTLLMTUMOOUYPU-UHFFFAOYNA-N,CHEMBL442965,13489,A,5.34,chembl20,58198,10090,DRD2,1171,N1(CC2=CC=CC=C2)CCC(C(CC3=CC=C(C=C3)F)=O)CC1
JQBCJANIMSRFBC-UHFFFAOYNA-N,CHEMBL138745,24318,A,6.92,chembl20,61763,10116,DRD2,1171,N1(C2C=3C(=CC=C(C3)Cl)C(C2)C4=CC=C(C=C4)F)CC(C)N(C(C1)C)C
JQCALUODVNXQRL-CYSPOYASNA-N,CHEMBL148353,1813,A,6.87,chembl20,61625,9606,DRD2,1171,C1(=NC2=C(N=CC=C2)NC=3C1=CC(=CC3)Cl)NC4CC5CCC(N5CC6=CC=CC=C6)C4
JQDKIHJGQVYOCG-JOCHJYFZNA-N,CHEMBL148397,24318,A,5.72,chembl20,61419,10116,DRD2,1171,N1(C=2C(OC)=CC=CC2)CCN(CC1)CCCN[C@H]3C=4C(=C(OC)C=CC4)CCC3
JQDKIHJGQVYOCG-QFIPXVFZNA-N,CHEMBL147692,24318,A,5.64,chembl20,61419,10116,DRD2,1171,N1(C=2C(OC)=CC=CC2)CCN(CC1)CCCN[C@@H]3C=4C(=C(OC)C=CC4)CCC3
JQDKIHJGQVYOCG-UHFFFAOYNA-N,CHEMBL107486,24318,A,5.97,chembl20,61419,10116,DRD2,1171,N1(C2=C(OC)C=CC=C2)CCN(CC1)CCCNC3C=4C(=C(OC)C=CC4)CCC3
JQEQULOLEPTBRS-SREBMQDQNA-N,CHEMBL271066,1813,A,5.6,chembl20,465004,9606,DRD2,1171,C1=CC=C2C(=C1C=3N(C(SCCCN4CCC=5C(CC4)=CC=6OCC(NC6C5)=O)=NN3)C)C=CC(=N2)C
JKUARXXFZBUSAL-LBOYIXSDNA-N,CHEMBL241225,1813,A,6.79,chembl20,449578,9606,DRD2,1171,C1(=C(C=CC=C1)OC)NC2CCN(CC2)CCCCNC(C3=CC=4C(C=C3)=CC=CC4)=O
JKWRGSOYBLOWMU-UHFFFAOYNA-N,CHEMBL2387250,24318,A,6.25,chembl20,963067,10116,DRD2,1171,C=1C2=C(C=CC1OCCCCN3CCN(CC3)C4=C(C=CC=C4)OC)C=CC(O2)=O
JKWVQRPLWQNRNL-UHFFFAOYNA-N,25068850,1813,A,7.39041,pubchem,516804,9606,DRD2,1171,O(CCCCN1CCN(CC1)C=2C=3C(C=CC2)=CC=CC3)C4=CC5=C(CNC5)C=C4
JKXNHYROCOIFSB-UHFFFAOYNA-N,CHEMBL196505,1813,A,7.35,chembl20,320895,9606,DRD2,1171,C12=C(N3CCN(CC3)CCC4=CNC5=C4C=CC=C5)C=CC=C1OCCO2
JKXPWDUACRNDOH-LBOXEOMUNA-N,44299467,24318,A,7.26193,pubchem,61387,10116,DRD2,1171,FC=1C=CC(C(=O)CCCN2C[C@@H](C(O)(CC2)C3=CC=CC=C3)C)=CC1
JKXPWDUACRNDOH-PLEWWHCXNA-N,CHEMBL57140,24318,A,7.1,chembl20,58534,10116,DRD2,1171,C1([C@@H](CN(CC1)CCCC(C=2C=CC(=CC2)F)=O)C)(C=3C=CC=CC3)O
JKXXYZQCPDWCDR-PKRZOPRNNA-N,CHEMBL2094011,1813,A,7.82,chembl20,599588,9606,DRD2,1171,C=1(C=CC=C2NC(CC21)=O)N3CCN(CC3)CCC4CCC=5NC=6C(C5C4)=CC(=CC6)F
JKYLHNIPTDCTPH-HXTKINSTNA-N,11452692,1813,A,7.2636,pubchem,586703,9606,DRD2,1171,FCCC=1C=CC(C(=O)NCCCCN2CCN(CC2)C=3C(OC)=CC=CC3)=CC1
GPEDENYUQYAAIH-UHFFFAOYNA-N,CHEMBL292642,24318,A,7.96,chembl20,63037,10116,DRD2,1171,N1C(=CC=C1CN2CCC(CC2)C=3C=CC=CC3)C4=CC=C(C=C4)F
KHCPDPQMFDMOCU-UHFFFAOYNA-N,CHEMBL136615,13489,A,6.75,chembl20,58198,10090,DRD2,1171,C1(C(Cl)(Cl)C1)(CN2CCC(COC3=CC=C(C=C3)F)CC2)C
KHFMDVNAASXQQK-LBOYIXSDNA-N,CHEMBL1689003,1813,A,7.67,chembl20,735243,9606,DRD2,1171,C1CN(CCN1CCCCNC(C=2C=CC(=CC2)CCF)=O)C3=CC=CC=C3OCCF
KHFRVSBPNUGGOX-UHFFFAOYNA-N,CHEMBL2159464,1813,A,7.08,chembl20,855541,9606,DRD2,1171,C1C(NS(C2=CC=CS2)(=O)=O)CCN(CCOC3=CC=CC=C3)C1
KHGDILJGZLKKBP-UHFFFAOYNA-N,CHEMBL136562,24318,A,7.09,chembl20,61763,10116,DRD2,1171,C1=2C(C(C=3C=CC(=CC3)F)CC1N4CCN(CC4)CCO)=CC=C(C2)F
KHGQUBQJPRFGKU-LBOYIXSDNA-N,15817169,1813,A,5.85294,pubchem,61313,9606,DRD2,1171,ClC=1C=C(N2CCN(CC2)CCCOC=3C=CC(C=4NC5=C(N4)C=CC=C5)=CC3)C=CC1
KCDYLYMPNGUYNO-JDXOEITONA-N,CHEMBL282375,1813,A,5.44,chembl20,61451,9606,DRD2,1171,C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@@H]4NC(=O)C)CCN5C
KCDYLYMPNGUYNO-JDXOEITONA-N,CHEMBL282375,24318,A,5.44,chembl20,461138,10116,DRD2,1171,C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@@H]4NC(=O)C)CCN5C
KCDYLYMPNGUYNO-QWAPLABDNA-N,CHEMBL27247,1813,A,5.1,chembl20,61451,9606,DRD2,1171,C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@H]4NC(=O)C)CCN5C
KCDYLYMPNGUYNO-QWAPLABDNA-N,CHEMBL27247,24318,A,5.1,chembl20,461138,10116,DRD2,1171,C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@H]4NC(=O)C)CCN5C
KCEKRQOLTANGPT-MPIMZMORNA-N,CHEMBL366766,24318,A,8.27,chembl20,61427,10116,DRD2,1171,C1(C(NC2CCN(CC2)CC=3C=CC=CC3)=O)=C(C(Cl)=CC(=C1OC)Cl)O
KOEMMHBJOHMMBF-LNNLXFCONA-N,CHEMBL60048,24318,A,6.19,chembl20,62232,10116,DRD2,1171,C1=C(OC)C(=CC(=C1)C)C(NCCCCN2CC3=C(CC2)C=C(C(=C3)OC)OC)=O
KOGDZZNXDVXRTP-DQJUVFDMNA-N,CHEMBL93021,24318,A,7.3,chembl20,62247,10116,DRD2,1171,C1(C(N[C@@H]2CN(CC=3C=CC=CC3)CC2)=O)=C(C=C(C(=C1)Cl)NC(=O)C(C)C)OC
KOGYKWMOOUGINB-UHFFFAOYNA-N,44438229,1813,A,6.78252,pubchem,305314,9606,DRD2,1171,ClC1=CC=C(C2(OCC=C)CCN(CC2)CC=3C=4C(NC3)=CC=CC4)C=C1
KOHDNXKBNHHXKQ-INSVYWFGNA-N,CHEMBL86576,24318,A,5.89,chembl20,62257,10116,DRD2,1171,C1=2C([C@H](CN)OC(C1)COC=3C=CC=CC3)=CC=C(C2O)O
KOJQTECQJQQSSZ-KNPIZRRSNA-N,CHEMBL175875,1813,A,7.41,chembl20,302736,9606,DRD2,1171,C=1(C(N2CCN(CC2)C/C=C/CNC(C3=CC(OC)=CC=C3)=O)=CC=CC1Cl)Cl
KOJZZXZYGJZWMH-UHFFFAOYNA-N,CHEMBL1774221,24318,A,5.75,chembl20,745694,10116,DRD2,1171,C1(=CC=C(C(=C1)F)C2CCN(CC2)CC=3N(C=4C(N3)=NC=CC4)C)C(F)(F)F
KKQKXXNCYFHKTJ-HSZRJFAPNA-N,CHEMBL390659,24318,A,5.98,chembl20,442634,10116,DRD2,1171,C1N([C@@H](CC1)CCCCN2CCN(CC2)C3=CC=CC(=C3)Cl)C(=O)C4CCCCC4
KKSPKLQCAGWNKZ-UHFFFAOYNA-N,CHEMBL109299,1813,A,6.66,chembl20,60071,9606,DRD2,1171,N1(C2CC(CC1CC2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)CC=5NC=6C=CC=CC6C5
KKTITOSWJRVWOF-WISBEGBCNA-N,CHEMBL175734,1813,A,6.83,chembl20,303065,9606,DRD2,1171,C=1(C(=C(C=CC1)Cl)Cl)N2CCN(CC2)C/C=C/CNC(C=3SC=4C=CC=CC4C3)=O
KKTPGSBDSZRGAT-UHFFFAOYNA-N,CHEMBL146591,24318,A,7.34,chembl20,62567,10116,DRD2,1171,N1(C(C2(CCN(CC2)CCCC(C3=CC=C(C=C3)F)=O)N(C1)C)=O)C(C)C
JYOIFSSKXBNYGV-MPIMZMORNA-N,CHEMBL26188,1813,A,7.05,chembl20,791622,9606,DRD2,1171,N1(C2=C(OC)C=CC=C2)CCN(CC1)CCCCNC(=O)C=3C=CC=CC3
JYPDEXJCUSDKRF-UHFFFAOYNA-N,CHEMBL3289982,1813,A,5.89,chembl20,1366809,9606,DRD2,1171,S(=O)(=O)(NCCCCN1CCN(CC1)C2=NOC=3C2=CC=CC3)C4=CC5=C(S4)C=CC=C5
JYRILLRJWNGMQR-UHFFFAOYNA-N,CHEMBL554419,24318,A,6.2,chembl20,58528,10116,DRD2,1171,N1(C(CC(CC1=O)(C)C)=O)CCCCN2CCN(C3=C4C(OC=C4)=CC=N3)CC2
JYRQRDDPHJEJCJ-UHFFFAOYNA-N,CHEMBL189704,24318,A,6.13,chembl20,305866,10116,DRD2,1171,N1(C2=CC=3C=CC(OC3C=C2)=O)CCN(CC1)CCCCC=4C=5C(=CC=C(C#N)C5)NC4
JYSLVWOAWZHHQD-UHFFFAOYNA-N,CHEMBL71319,24318,A,5.99,chembl20,62564,10116,DRD2,1171,C1=2C(=CN(C1=C(C=C3C2CC(N(CCC)CCC)CC3)F)C)C=O
KIXDFGLGWRVXHJ-UHFFFAOYNA-N,CHEMBL107391,1813,A,5.65,chembl20,60218,9606,DRD2,1171,N1(C(CN2CCN(CC2)CC3=CC=C(C=C3)Cl)=O)C4=C(C=C(C=C4)F)CCC1C
KIZBUWNUVKXGMU-UHFFFAOYNA-N,CHEMBL234218,1813,A,5.6,chembl20,443667,9606,DRD2,1171,C1=C(C=C2N(CC3CCCN(C3)C)C4=C(C=CC=C4)SC2=C1)C(F)(F)F
KIZBUXGNTYZANG-LQFNOIFHNA-N,44589378,1813,A,5.87257,pubchem,346264,9606,DRD2,1171,FC1=CC(N2CCN(CC2)CCCCNC(=O)C3=CC4=NON=C4C=C3)=CC(OC)=C1
KJAGCMXHUYDGQP-HXTKINSTNA-N,CHEMBL14470,24318,A,6.83,chembl20,58535,10116,DRD2,1171,N1=C(C=2C=CC(=CC2O1)F)C3CCN(CC3)CCCOC=4C=C(NC(=O)C)C=CC4OC
KJAGKRRPTJZCHT-IAGOWNOFNA-N,CHEMBL113477,24318,A,6.2,chembl20,58561,10116,DRD2,1171,C=12[C@H]3C4=C(C=CC=C4)CN[C@@H]3CCC1C=CC(=C2)O
KFJWHJLUTALKOZ-SREBMQDQNA-N,CHEMBL212905,1813,A,5.44,chembl20,393314,9606,DRD2,1171,C=1C=C2C(N=C(N3CCN(CC3)C)C=4C(N2NC(C=5C=CC=C(C5)C#N)=O)=CC=CC4)=CC1Cl
KFMBPIZMZUDONQ-LNNLXFCONA-N,CHEMBL424294,1813,A,7.28,chembl20,61809,9606,DRD2,1171,C1=CC=CC(=C1OC)N2CCN(CC2)CCCCNC(C=3SC4=C(C3)C=CC=C4)=O
KFMDKMLEGDZMCX-UHFFFAOYNA-N,CHEMBL273166,1813,A,6.2,chembl20,465004,9606,DRD2,1171,C1=CC=C2C(=C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5)N=C(O6)CC7CC7)=NN3)C)C=CC(C)=N2
KFMUKZMTBUYCCZ-MPIMZMORNA-N,57383402,1813,A,6.6521,pubchem,624496,9606,DRD2,1171,S1(=O)C2=C(N(C(=O)C3=C1C=CC=C3)C)C=C(C=C2)C(=O)NCC=4N=CC=CC4
KMKBRLPCUKJMSX-UHFFFAOYNA-N,CHEMBL136891,24318,A,6.47,chembl20,61763,10116,DRD2,1171,C1=2C(C(N3CC(C)(C)N(CC3)C)CC1C=4C=CC(=CC4)F)=CC=C(C2)Cl
KMKVUNHZQJHDJG-HXTKINSTNA-N,CHEMBL426868,1813,A,6.08,chembl20,391332,9606,DRD2,1171,C1=C(C=C2N=C(N3CCN(CC3)C)C=4C(=CC=CC4)N(NC(C=5OC=CC5)=O)C2=C1)Cl
KMOMTWGPDMMDNW-UHFFFAOYNA-N,71454997,1813,A,7.49485,pubchem,694797,9606,DRD2,1171,ClC=1SC(S(=O)(=O)NCC2CCN(CC2)CCOC=3C(C4=CC=CC=C4)=CC=CC3)=CC1
KMPUUVTZQFSTEA-UHFFFAOYNA-N,CHEMBL208018,1813,A,7.37,chembl20,357152,9606,DRD2,1171,C=1C(N2N=C(C(CN3CCN(CC3)C4=CC=CC=C4)=C2)C)=CC=CC1
KAHFZGUOPFFVHW-MEMLXQNLNA-N,CHEMBL393104,1813,A,7.12,chembl20,444279,9606,DRD2,1171,C1CN(CCN1C2=C(C=CC=C2)OC(C)C)[C@@H]3CC[C@H](CC3)NS(C4=C(C=C(C=C4)Cl)Cl)(=O)=O
KAHFZGUOPFFVHW-OYRHEFFENA-N,CHEMBL391035,1813,A,7.38,chembl20,444279,9606,DRD2,1171,C1CN(CCN1C2=C(C=CC=C2)OC(C)C)[C@@H]3CC[C@@H](CC3)NS(C4=C(C=C(C=C4)Cl)Cl)(=O)=O
KAHFZGUOPFFVHW-UHFFFAOYNA-N,44431602,1813,A,7.37675,pubchem,296253,9606,DRD2,1171,ClC1=C(S(=O)(=O)NC2CCC(N3CCN(CC3)C=4C(OC(C)C)=CC=CC4)CC2)C=CC(Cl)=C1
KAHGPKAAVFDLKE-UHFFFAOYNA-N,CHEMBL64509,24318,A,7.91,chembl20,62888,10116,DRD2,1171,C12=C(NC=C1Cl)C(Cl)=CC=C2OCCNCC=3SC=CC3
KALVMJJXXTWNQX-RVGCMSRHNA-N,CHEMBL164338,1813,A,7.82,chembl20,61123,9606,DRD2,1171,N12[C@@H]3[C@@H](CN(CC3)CCCC(C4=C(NC(=O)OCC)C=C(C=C4)F)=O)C=5C1=C(SCCC2)C=CC5
KYIHOKVBWAILAC-AATRIKPKNA-N,CHEMBL290953,24318,A,6.66,chembl20,61415,10116,DRD2,1171,N1(C(C2=CC=CC=C2C1=O)=O)C/C=C/CN3CCN(C4=NSC=5C4=CC=CC5)CC3
KYIHOKVBWAILAC-WAYWQWQTNA-N,CHEMBL43069,24318,A,6.89,chembl20,61415,10116,DRD2,1171,N1(C(C2=CC=CC=C2C1=O)=O)C/C=C\CN3CCN(C4=NSC=5C4=CC=CC5)CC3
KYNACDPIFPBEAN-UHFFFAOYNA-N,CHEMBL118461,24318,A,5.04,chembl20,61753,10116,DRD2,1171,N1(C2CC(C3=CC=CC=C3)=CCC2)CC=C(CC1)C4=CC=CC=C4
KYNADVPWOIATEI-UHFFFAOYNA-N,44435100,24318,A,7.5376,pubchem,301038,10116,DRD2,1171,S(=O)(=O)(NC1CCC(CC1)CCN2CCN(CC2)C=3C=C(C=CC3)C(F)(F)F)C4=CC=CN=C4
KYNADVPWOIATEI-XUTJKUGGNA-N,CHEMBL391700,24318,A,7.54,chembl20,449064,10116,DRD2,1171,C1C[C@H](CCN2CCN(CC2)C3=CC(=CC=C3)C(F)(F)F)CC[C@H]1NS(C=4C=NC=CC4)(=O)=O
KWRGIOCXQHUGEL-UHFFFAOYNA-N,CHEMBL384634,1813,A,8.1,chembl20,393314,9606,DRD2,1171,C1=CC2=C(N=C(N3CCN(CC3)CC4=CC=CC5=C4OC(O5)(F)F)C=6C(N2)=CC=CC6)C=C1Cl
KWRMWQDKOGFMKP-UHFFFAOYNA-N,CHEMBL42228,24318,A,6.19,chembl20,61760,10116,DRD2,1171,C(C1=CC=C(C=C1)F)(CC2CCN(CC2)CC3CC3)=O
KWRMWQDKOGFMKP-UHFFFAOYNA-N,CHEMBL543412,13489,A,5.79,chembl20,58198,10090,DRD2,1171,C(C1=CC=C(C=C1)F)(CC2CCN(CC3CC3)CC2)=O
KWRMWQDKOGFMKP-UHFFFAOYNA-N,CHEMBL543412,1813,A,5.79,chembl20,59887,9606,DRD2,1171,C(C1=CC=C(C=C1)F)(CC2CCN(CC3CC3)CC2)=O
KWTGONUBRLGXTE-LELJVTLKNA-N,76318474,1813,A,8.29243,pubchem,1077534,9606,DRD2,1171,FCCOC=1C(N2CCN(CC2)CCCCNC(=O)C=3C4=C(NC3)C=CC=C4)=CC=CC1
KROSHEKWTTXFGB-UHFFFAOYNA-N,CHEMBL1773087,1813,A,5.69,chembl20,747602,9606,DRD2,1171,N(CC1=CC=C2C(=C1)CC3=C2C=CC=C3)(CCC(CN4CCN(CC4)C=5C=CC=C(C5Cl)Cl)F)C
KRQFTVXGLAIKHZ-KJVXMZGHNA-N,CHEMBL54571,24318,A,7.23,chembl20,62231,10116,DRD2,1171,C1(=C(C=2C=CC=CC2C(=C1)Br)OC)C(NC[C@H]3N(C4CCCC4)CCC3)=O
KRQFTVXGLAIKHZ-RMNCOEOXNA-N,CHEMBL416481,24318,A,6.8,chembl20,62231,10116,DRD2,1171,C1(=C(C=2C=CC=CC2C(=C1)Br)OC)C(NC[C@@H]3N(C4CCCC4)CCC3)=O
KRULJODHDPRKER-NSJMMFDCNA-N,CHEMBL213193,1813,A,6.38,chembl20,393314,9606,DRD2,1171,C=1C=C2C(=CC1)N=C(C=3C(N2NC(C=4C(=CC=C(C4)F)C(F)(F)F)=O)=CC=C(C3)Cl)N5CCN(CC5)C
KPWSJANDNDDRMB-BQOJLGCKNA-N,CHEMBL3085826,1813,A,6.99,chembl20,1276332,9606,DRD2,1171,C1C[C@H](CC[C@H]1CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl)NC(=O)N(C)C
KPWSJANDNDDRMB-LQFNOIFHNA-N,11154555,1813,A,9.38722,pubchem,1153296,9606,DRD2,1171,ClC1=C(N2CCN(CCC3CCC(NC(=O)N(C)C)CC3)CC2)C=CC=C1Cl
KPWSJANDNDDRMB-LQFNOIFHNA-N,25096873,24318,A,7.79588,pubchem,659792,10116,DRD2,1171,ClC1=C(N2CCN(CCC3CCC(NC(=O)N(C)C)CC3)CC2)C=CC=C1Cl
